Geography,Year,Age Group,Strata,Strata Name,Numerator,Percent
Madera,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
Marin,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,29,22.9
Merced,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,34,22
Monterey,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,43,17
Napa,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,24,24.7
Orange,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,706,13.9
Placer,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,40,16.5
Riverside,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,184,14.8
Sacramento,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,552,25.8
San Bernardino,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,172,15.4
San Diego,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,644,20.4
San Francisco,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,502,20.4
San Joaquin,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,300,31.9
San Luis Obispo,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,5,
San Mateo,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,404,22.3
Santa Barbara,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,20,14.1
Santa Clara,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,789,14.1
Santa Cruz,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,16,18.5
Shasta,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
Solano,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,264,45.4
Sonoma,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,25,15.8
Stanislaus,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,59,23.5
Sutter,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,20,15.1
Tehama,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
Tulare,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,25,17
Ventura,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,67,12.9
Yolo,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,49,25.1
Yuba,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,7,
Alameda,2012,All Ages,Race-Ethnicity,African-American,"4,294",231.1
Butte,2012,All Ages,Race-Ethnicity,African-American,57,185.6
Calaveras,2012,All Ages,Race-Ethnicity,African-American,6,
California,2012,All Ages,Race-Ethnicity,African-American,"38,295",176.9
Colusa,2012,All Ages,Race-Ethnicity,African-American,8,
Contra Costa,2012,All Ages,Race-Ethnicity,African-American,"2,422",256.8
Del Norte,2012,All Ages,Race-Ethnicity,African-American,30,221.6
El Dorado,2012,All Ages,Race-Ethnicity,African-American,18,171.5
Fresno,2012,All Ages,Race-Ethnicity,African-American,762,154.4
Humboldt,2012,All Ages,Race-Ethnicity,African-American,41,319.1
Imperial,2012,All Ages,Race-Ethnicity,African-American,54,131.8
Kern,2012,All Ages,Race-Ethnicity,African-American,993,204.2
Kings,2012,All Ages,Race-Ethnicity,African-American,189,187.8
Lake,2012,All Ages,Race-Ethnicity,African-American,33,416.9
Lassen,2012,All Ages,Race-Ethnicity,African-American,5,
Los Angeles,2012,All Ages,Race-Ethnicity,African-American,"12,745",164.8
Madera,2012,All Ages,Race-Ethnicity,African-American,86,213
Marin,2012,All Ages,Race-Ethnicity,African-American,84,137.1
Mendocino,2012,All Ages,Race-Ethnicity,African-American,17,283.8
Merced,2012,All Ages,Race-Ethnicity,African-American,342,408.5
Monterey,2012,All Ages,Race-Ethnicity,African-American,114,121.9
Napa,2012,All Ages,Race-Ethnicity,African-American,32,136.3
Orange,2012,All Ages,Race-Ethnicity,African-American,584,122.6
Placer,2012,All Ages,Race-Ethnicity,African-American,38,92.6
Riverside,2012,All Ages,Race-Ethnicity,African-American,"1,977",143.2
Sacramento,2012,All Ages,Race-Ethnicity,African-American,"2,961",200.8
San Bernardino,2012,All Ages,Race-Ethnicity,African-American,"3,459",188.5
San Diego,2012,All Ages,Race-Ethnicity,African-American,"2,029",136.2
San Francisco,2012,All Ages,Race-Ethnicity,African-American,954,210.9
San Joaquin,2012,All Ages,Race-Ethnicity,African-American,"1,051",201.9
San Luis Obispo,2012,All Ages,Race-Ethnicity,African-American,38,97.6
San Mateo,2012,All Ages,Race-Ethnicity,African-American,170,91.9
Santa Barbara,2012,All Ages,Race-Ethnicity,African-American,88,133
Santa Clara,2012,All Ages,Race-Ethnicity,African-American,523,114.8
Santa Cruz,2012,All Ages,Race-Ethnicity,African-American,16,81.9
Shasta,2012,All Ages,Race-Ethnicity,African-American,23,149.8
Siskiyou,2012,All Ages,Race-Ethnicity,African-American,15,407.2
Solano,2012,All Ages,Race-Ethnicity,African-American,"1,185",212.5
Sonoma,2012,All Ages,Race-Ethnicity,African-American,137,186.6
Stanislaus,2012,All Ages,Race-Ethnicity,African-American,313,259.3
Sutter,2012,All Ages,Race-Ethnicity,African-American,11,
Tulare,2012,All Ages,Race-Ethnicity,African-American,92,170
Ventura,2012,All Ages,Race-Ethnicity,African-American,134,111.8
Yolo,2012,All Ages,Race-Ethnicity,African-American,75,149.3
Yuba,2012,All Ages,Race-Ethnicity,African-American,33,140.7
Alameda,2012,All Ages,Race-Ethnicity,Hispanic,"1,825",49.6
Amador,2012,All Ages,Race-Ethnicity,Hispanic,13,29.7
Butte,2012,All Ages,Race-Ethnicity,Hispanic,98,26.7
Calaveras,2012,All Ages,Race-Ethnicity,Hispanic,7,
California,2012,All Ages,Race-Ethnicity,Hispanic,"70,205",46.2
Colusa,2012,All Ages,Race-Ethnicity,Hispanic,35,35.1
Contra Costa,2012,All Ages,Race-Ethnicity,Hispanic,"2,106",75.2
Del Norte,2012,All Ages,Race-Ethnicity,Hispanic,13,24
El Dorado,2012,All Ages,Race-Ethnicity,Hispanic,58,23.9
Fresno,2012,All Ages,Race-Ethnicity,Hispanic,"4,034",74.4
Glenn,2012,All Ages,Race-Ethnicity,Hispanic,27,25.3
Humboldt,2012,All Ages,Race-Ethnicity,Hispanic,52,36.9
Imperial,2012,All Ages,Race-Ethnicity,Hispanic,972,63.8
Inyo,2012,All Ages,Race-Ethnicity,Hispanic,11,
Kern,2012,All Ages,Race-Ethnicity,Hispanic,"2,253",49.1
Kings,2012,All Ages,Race-Ethnicity,Hispanic,624,81.4
Lake,2012,All Ages,Race-Ethnicity,Hispanic,60,69.2
Lassen,2012,All Ages,Race-Ethnicity,Hispanic,12,21.7
Los Angeles,2012,All Ages,Race-Ethnicity,Hispanic,"23,596",47.9
Madera,2012,All Ages,Race-Ethnicity,Hispanic,727,75.3
Marin,2012,All Ages,Race-Ethnicity,Hispanic,125,28.2
Mendocino,2012,All Ages,Race-Ethnicity,Hispanic,87,44.1
Merced,2012,All Ages,Race-Ethnicity,Hispanic,"1,136",73.3
Mono,2012,All Ages,Race-Ethnicity,Hispanic,5,
Monterey,2012,All Ages,Race-Ethnicity,Hispanic,"1,241",46.4
Napa,2012,All Ages,Race-Ethnicity,Hispanic,139,29.1
Nevada,2012,All Ages,Race-Ethnicity,Hispanic,28,25.9
Orange,2012,All Ages,Race-Ethnicity,Hispanic,"3,823",34.7
Placer,2012,All Ages,Race-Ethnicity,Hispanic,101,18.3
Plumas,2012,All Ages,Race-Ethnicity,Hispanic,6,
Riverside,2012,All Ages,Race-Ethnicity,Hispanic,"3,884",35.2
Sacramento,2012,All Ages,Race-Ethnicity,Hispanic,"1,908",60.4
San Benito,2012,All Ages,Race-Ethnicity,Hispanic,147,40.6
San Bernardino,2012,All Ages,Race-Ethnicity,Hispanic,"4,958",45.7
San Diego,2012,All Ages,Race-Ethnicity,Hispanic,"4,194",37.1
San Francisco,2012,All Ages,Race-Ethnicity,Hispanic,500,43.4
San Joaquin,2012,All Ages,Race-Ethnicity,Hispanic,"1,352",47.5
San Luis Obispo,2012,All Ages,Race-Ethnicity,Hispanic,184,29.3
San Mateo,2012,All Ages,Race-Ethnicity,Hispanic,"1,132",59.5
Santa Barbara,2012,All Ages,Race-Ethnicity,Hispanic,776,35.4
Santa Clara,2012,All Ages,Race-Ethnicity,Hispanic,"2,429",48.3
Santa Cruz,2012,All Ages,Race-Ethnicity,Hispanic,424,43.2
Shasta,2012,All Ages,Race-Ethnicity,Hispanic,41,22
Siskiyou,2012,All Ages,Race-Ethnicity,Hispanic,9,
Solano,2012,All Ages,Race-Ethnicity,Hispanic,588,57.1
Sonoma,2012,All Ages,Race-Ethnicity,Hispanic,523,38.6
Stanislaus,2012,All Ages,Race-Ethnicity,Hispanic,"1,066",44.9
Sutter,2012,All Ages,Race-Ethnicity,Hispanic,78,31.8
Tehama,2012,All Ages,Race-Ethnicity,Hispanic,41,24.8
Tulare,2012,All Ages,Race-Ethnicity,Hispanic,"1,102",36.2
Tuolumne,2012,All Ages,Race-Ethnicity,Hispanic,22,34
Ventura,2012,All Ages,Race-Ethnicity,Hispanic,"1,266",34.6
Yolo,2012,All Ages,Race-Ethnicity,Hispanic,290,47.3
Yuba,2012,All Ages,Race-Ethnicity,Hispanic,54,28
Alameda,2012,All Ages,Race-Ethnicity,White,"2,133",43.2
Amador,2012,All Ages,Race-Ethnicity,White,246,106.8
Butte,2012,All Ages,Race-Ethnicity,White,744,51.2
Calaveras,2012,All Ages,Race-Ethnicity,White,156,48.6
California,2012,All Ages,Race-Ethnicity,White,"58,921",42.9
Colusa,2012,All Ages,Race-Ethnicity,White,34,40.4
Contra Costa,2012,All Ages,Race-Ethnicity,White,"2,358",49.8
Del Norte,2012,All Ages,Race-Ethnicity,White,89,57.5
El Dorado,2012,All Ages,Race-Ethnicity,White,475,37.8
Fresno,2012,All Ages,Race-Ethnicity,White,"2,102",78.5
Glenn,2012,All Ages,Race-Ethnicity,White,71,54.1
Humboldt,2012,All Ages,Race-Ethnicity,White,802,82.8
Imperial,2012,All Ages,Race-Ethnicity,White,357,178.8
Inyo,2012,All Ages,Race-Ethnicity,White,53,53.4
Kern,2012,All Ages,Race-Ethnicity,White,"1,763",57
Kings,2012,All Ages,Race-Ethnicity,White,607,116.3
Lake,2012,All Ages,Race-Ethnicity,White,331,81.6
Lassen,2012,All Ages,Race-Ethnicity,White,82,39.1
Los Angeles,2012,All Ages,Race-Ethnicity,White,"9,109",36.5
Madera,2012,All Ages,Race-Ethnicity,White,303,70
Marin,2012,All Ages,Race-Ethnicity,White,446,25.2
Mariposa,2012,All Ages,Race-Ethnicity,White,50,41.4
Mendocino,2012,All Ages,Race-Ethnicity,White,340,70
Merced,2012,All Ages,Race-Ethnicity,White,658,82.3
Modoc,2012,All Ages,Race-Ethnicity,White,43,72.2
Mono,2012,All Ages,Race-Ethnicity,White,14,18.8
Monterey,2012,All Ages,Race-Ethnicity,White,486,41.7
Napa,2012,All Ages,Race-Ethnicity,White,362,50.7
Nevada,2012,All Ages,Race-Ethnicity,White,352,51.5
Orange,2012,All Ages,Race-Ethnicity,White,"4,298",35.6
Placer,2012,All Ages,Race-Ethnicity,White,891,35.6
Plumas,2012,All Ages,Race-Ethnicity,White,62,49
Riverside,2012,All Ages,Race-Ethnicity,White,"3,425",43.6
Sacramento,2012,All Ages,Race-Ethnicity,White,"3,274",48.7
San Benito,2012,All Ages,Race-Ethnicity,White,79,50.9
San Bernardino,2012,All Ages,Race-Ethnicity,White,"4,011",63.9
San Diego,2012,All Ages,Race-Ethnicity,White,"3,946",29.1
San Francisco,2012,All Ages,Race-Ethnicity,White,"1,055",36.2
San Joaquin,2012,All Ages,Race-Ethnicity,White,"1,430",61.4
San Luis Obispo,2012,All Ages,Race-Ethnicity,White,608,39.3
San Mateo,2012,All Ages,Race-Ethnicity,White,866,29
Santa Barbara,2012,All Ages,Race-Ethnicity,White,603,35.7
Santa Clara,2012,All Ages,Race-Ethnicity,White,"1,627",27.4
Santa Cruz,2012,All Ages,Race-Ethnicity,White,449,34.5
Shasta,2012,All Ages,Race-Ethnicity,White,814,63.2
Siskiyou,2012,All Ages,Race-Ethnicity,White,123,42.7
Solano,2012,All Ages,Race-Ethnicity,White,"1,090",69
Sonoma,2012,All Ages,Race-Ethnicity,White,"1,207",41.2
Stanislaus,2012,All Ages,Race-Ethnicity,White,"1,341",59.1
Sutter,2012,All Ages,Race-Ethnicity,White,140,30.9
Tehama,2012,All Ages,Race-Ethnicity,White,262,66.8
Trinity,2012,All Ages,Race-Ethnicity,White,55,70.8
Tulare,2012,All Ages,Race-Ethnicity,White,641,48
Tuolumne,2012,All Ages,Race-Ethnicity,White,236,66
Ventura,2012,All Ages,Race-Ethnicity,White,"1,249",35.5
Yolo,2012,All Ages,Race-Ethnicity,White,348,37.6
Yuba,2012,All Ages,Race-Ethnicity,White,181,41
Alameda,2012,All Ages,Sex,Female,"5,460",69.5
Amador,2012,All Ages,Sex,Female,142,99.4
Butte,2012,All Ages,Sex,Female,542,52.3
Calaveras,2012,All Ages,Sex,Female,98,46.5
California,2012,All Ages,Sex,Female,"97,120",51.5
Colusa,2012,All Ages,Sex,Female,50,46.4
Contra Costa,2012,All Ages,Sex,Female,"4,300",79.5
Del Norte,2012,All Ages,Sex,Female,85,64.3
El Dorado,2012,All Ages,Sex,Female,331,40.4
Fresno,2012,All Ages,Sex,Female,"3,575",74.9
Glenn,2012,All Ages,Sex,Female,69,49.9
Humboldt,2012,All Ages,Sex,Female,562,86.3
Imperial,2012,All Ages,Sex,Female,693,79.3
Inyo,2012,All Ages,Sex,Female,38,43
Kern,2012,All Ages,Sex,Female,"2,581",61.5
Kings,2012,All Ages,Sex,Female,770,117.9
Lake,2012,All Ages,Sex,Female,241,78.6
Lassen,2012,All Ages,Sex,Female,53,45.5
Los Angeles,2012,All Ages,Sex,Female,"25,530",51.4
Madera,2012,All Ages,Sex,Female,548,70.5
Marin,2012,All Ages,Sex,Female,376,29.7
Mariposa,2012,All Ages,Sex,Female,36,47.6
Mendocino,2012,All Ages,Sex,Female,262,63.8
Merced,2012,All Ages,Sex,Female,"1,193",93
Modoc,2012,All Ages,Sex,Female,34,84.7
Mono,2012,All Ages,Sex,Female,12,18.5
Monterey,2012,All Ages,Sex,Female,"1,045",51.1
Napa,2012,All Ages,Sex,Female,308,43.7
Nevada,2012,All Ages,Sex,Female,228,52.7
Orange,2012,All Ages,Sex,Female,"5,202",33.9
Placer,2012,All Ages,Sex,Female,630,34.5
Plumas,2012,All Ages,Sex,Female,46,52.8
Riverside,2012,All Ages,Sex,Female,"5,089",45.6
Sacramento,2012,All Ages,Sex,Female,"5,077",69.4
San Benito,2012,All Ages,Sex,Female,133,47.1
San Bernardino,2012,All Ages,Sex,Female,"6,848",65.8
San Diego,2012,All Ages,Sex,Female,"6,051",39.2
San Francisco,2012,All Ages,Sex,Female,"1,663",42.9
San Joaquin,2012,All Ages,Sex,Female,"2,215",63.8
San Luis Obispo,2012,All Ages,Sex,Female,495,43.1
San Mateo,2012,All Ages,Sex,Female,"1,418",37.1
Santa Barbara,2012,All Ages,Sex,Female,802,38.2
Santa Clara,2012,All Ages,Sex,Female,"3,072",33.7
Santa Cruz,2012,All Ages,Sex,Female,500,40
Shasta,2012,All Ages,Sex,Female,505,58.7
Sierra,2012,All Ages,Sex,Female,5,
Siskiyou,2012,All Ages,Sex,Female,89,46.4
Solano,2012,All Ages,Sex,Female,"1,781",87.3
Sonoma,2012,All Ages,Sex,Female,"1,090",45.1
Stanislaus,2012,All Ages,Sex,Female,"1,512",58.4
Sutter,2012,All Ages,Sex,Female,144,30.8
Tehama,2012,All Ages,Sex,Female,190,64.6
Trinity,2012,All Ages,Sex,Female,38,76.8
Tulare,2012,All Ages,Sex,Female,"1,128",50.3
Tuolumne,2012,All Ages,Sex,Female,151,68.7
Ventura,2012,All Ages,Sex,Female,"1,462",35.5
Yolo,2012,All Ages,Sex,Female,398,41.6
Yuba,2012,All Ages,Sex,Female,172,48.2
Alameda,2012,All Ages,Sex,Male,"4,457",60.1
Amador,2012,All Ages,Sex,Male,122,77.5
Butte,2012,All Ages,Sex,Male,408,39
Calaveras,2012,All Ages,Sex,Male,75,40.1
California,2012,All Ages,Sex,Male,"88,708",47.7
Colusa,2012,All Ages,Sex,Male,31,29
Contra Costa,2012,All Ages,Sex,Male,"3,639",71.7
Del Norte,2012,All Ages,Sex,Male,55,41.3
El Dorado,2012,All Ages,Sex,Male,239,28.9
Fresno,2012,All Ages,Sex,Male,"3,615",69.9
Glenn,2012,All Ages,Sex,Male,37,25.4
Humboldt,2012,All Ages,Sex,Male,428,65.2
Imperial,2012,All Ages,Sex,Male,728,75.7
Inyo,2012,All Ages,Sex,Male,44,52.5
Kern,2012,All Ages,Sex,Male,"2,674",56.7
Kings,2012,All Ages,Sex,Male,673,81.2
Lake,2012,All Ages,Sex,Male,196,67.9
Lassen,2012,All Ages,Sex,Male,49,29.7
Los Angeles,2012,All Ages,Sex,Male,"24,044",50.4
Madera,2012,All Ages,Sex,Male,586,73.5
Marin,2012,All Ages,Sex,Male,337,28.1
Mariposa,2012,All Ages,Sex,Male,25,34.5
Mendocino,2012,All Ages,Sex,Male,232,56.6
Merced,2012,All Ages,Sex,Male,"1,018",72.1
Modoc,2012,All Ages,Sex,Male,14,34.4
Mono,2012,All Ages,Sex,Male,12,18.3
Monterey,2012,All Ages,Sex,Male,945,41.7
Napa,2012,All Ages,Sex,Male,257,38.9
Nevada,2012,All Ages,Sex,Male,171,42.6
Orange,2012,All Ages,Sex,Male,"4,744",32.2
Placer,2012,All Ages,Sex,Male,477,27.8
Plumas,2012,All Ages,Sex,Male,30,40.2
Riverside,2012,All Ages,Sex,Male,"4,767",41.5
Sacramento,2012,All Ages,Sex,Male,"4,372",61.5
San Benito,2012,All Ages,Sex,Male,108,38.6
San Bernardino,2012,All Ages,Sex,Male,"6,459",60.1
San Diego,2012,All Ages,Sex,Male,"5,741",37.7
San Francisco,2012,All Ages,Sex,Male,"1,573",44.4
San Joaquin,2012,All Ages,Sex,Male,"2,090",58
San Luis Obispo,2012,All Ages,Sex,Male,366,30.9
San Mateo,2012,All Ages,Sex,Male,"1,363",38.6
Santa Barbara,2012,All Ages,Sex,Male,718,34.9
Santa Clara,2012,All Ages,Sex,Male,"2,617",29.1
Santa Cruz,2012,All Ages,Sex,Male,434,35.2
Shasta,2012,All Ages,Sex,Male,424,52.3
Siskiyou,2012,All Ages,Sex,Male,70,36.1
Solano,2012,All Ages,Sex,Male,"1,514",74.9
Sonoma,2012,All Ages,Sex,Male,859,37.7
Stanislaus,2012,All Ages,Sex,Male,"1,406",52.8
Sutter,2012,All Ages,Sex,Male,112,23.7
Tehama,2012,All Ages,Sex,Male,136,45.4
Trinity,2012,All Ages,Sex,Male,27,53.1
Tulare,2012,All Ages,Sex,Male,"1,202",48.2
Tuolumne,2012,All Ages,Sex,Male,116,48.6
Ventura,2012,All Ages,Sex,Male,"1,331",32.6
Yolo,2012,All Ages,Sex,Male,398,42
Yuba,2012,All Ages,Sex,Male,112,29.6
Alameda,2012,Under 18,Total Population,Under 18,"2,952",84.6
Amador,2012,Under 18,Total Population,Under 18,50,88
Butte,2012,Under 18,Total Population,Under 18,252,54.8
Calaveras,2012,Under 18,Total Population,Under 18,36,46.5
California,2012,Under 18,Total Population,Under 18,"72,682",79.4
Colusa,2012,Under 18,Total Population,Under 18,29,47.5
Contra Costa,2012,Under 18,Total Population,Under 18,"2,623",104.1
Del Norte,2012,Under 18,Total Population,Under 18,48,81.4
El Dorado,2012,Under 18,Total Population,Under 18,168,44.2
Fresno,2012,Under 18,Total Population,Under 18,"3,758",134.1
Glenn,2012,Under 18,Total Population,Under 18,32,41.5
Humboldt,2012,Under 18,Total Population,Under 18,221,82.8
Imperial,2012,Under 18,Total Population,Under 18,762,152.5
Inyo,2012,Under 18,Total Population,Under 18,32,86.7
Kern,2012,Under 18,Total Population,Under 18,"2,462",96.5
Kings,2012,Under 18,Total Population,Under 18,587,140.1
Lake,2012,Under 18,Total Population,Under 18,109,83.8
Lassen,2012,Under 18,Total Population,Under 18,30,53.6
Los Angeles,2012,Under 18,Total Population,Under 18,"20,781",89.5
Madera,2012,Under 18,Total Population,Under 18,662,155.5
Marin,2012,Under 18,Total Population,Under 18,196,37.8
Mariposa,2012,Under 18,Total Population,Under 18,21,73.2
Mendocino,2012,Under 18,Total Population,Under 18,141,73.8
Merced,2012,Under 18,Total Population,Under 18,979,122.7
Modoc,2012,Under 18,Total Population,Under 18,13,68.6
Mono,2012,Under 18,Total Population,Under 18,8,
Monterey,2012,Under 18,Total Population,Under 18,894,78.3
Napa,2012,Under 18,Total Population,Under 18,158,51.6
Nevada,2012,Under 18,Total Population,Under 18,96,55.5
Orange,2012,Under 18,Total Population,Under 18,"4,098",57.4
Placer,2012,Under 18,Total Population,Under 18,306,37
Plumas,2012,Under 18,Total Population,Under 18,27,82.5
Riverside,2012,Under 18,Total Population,Under 18,"4,028",66.9
Sacramento,2012,Under 18,Total Population,Under 18,"2,875",79.6
San Benito,2012,Under 18,Total Population,Under 18,109,70
San Bernardino,2012,Under 18,Total Population,Under 18,"5,563",97
San Diego,2012,Under 18,Total Population,Under 18,"5,160",70.8
San Francisco,2012,Under 18,Total Population,Under 18,830,68.6
San Joaquin,2012,Under 18,Total Population,Under 18,"1,550",78.6
San Luis Obispo,2012,Under 18,Total Population,Under 18,276,55.3
San Mateo,2012,Under 18,Total Population,Under 18,824,49.8
Santa Barbara,2012,Under 18,Total Population,Under 18,694,70.9
Santa Clara,2012,Under 18,Total Population,Under 18,"1,898",42.9
Santa Cruz,2012,Under 18,Total Population,Under 18,424,76
Shasta,2012,Under 18,Total Population,Under 18,267,68.8
Siskiyou,2012,Under 18,Total Population,Under 18,42,47
Solano,2012,Under 18,Total Population,Under 18,"1,063",109.3
Sonoma,2012,Under 18,Total Population,Under 18,600,57.6
Stanislaus,2012,Under 18,Total Population,Under 18,"1,086",75.4
Sutter,2012,Under 18,Total Population,Under 18,81,31.7
Tehama,2012,Under 18,Total Population,Under 18,105,68
Trinity,2012,Under 18,Total Population,Under 18,8,
Tulare,2012,Under 18,Total Population,Under 18,"1,064",73.4
Tuolumne,2012,Under 18,Total Population,Under 18,75,82
Ventura,2012,Under 18,Total Population,Under 18,"1,210",59.4
Yolo,2012,Under 18,Total Population,Under 18,251,56.5
Yuba,2012,Under 18,Total Population,Under 18,64,30.6
Alameda,2012,Under 18,Race-Ethnicity,African-American,950,237.7
Butte,2012,Under 18,Race-Ethnicity,African-American,22,330.2
California,2012,Under 18,Race-Ethnicity,African-American,"13,222",267.7
Contra Costa,2012,Under 18,Race-Ethnicity,African-American,729,320.9
El Dorado,2012,Under 18,Race-Ethnicity,African-American,13,530.6
Fresno,2012,Under 18,Race-Ethnicity,African-American,390,288.9
Humboldt,2012,Under 18,Race-Ethnicity,African-American,11,
Imperial,2012,Under 18,Race-Ethnicity,African-American,16,308.2
Kern,2012,Under 18,Race-Ethnicity,African-American,481,375.4
Kings,2012,Under 18,Race-Ethnicity,African-American,61,361.4
Lake,2012,Under 18,Race-Ethnicity,African-American,9,
Los Angeles,2012,Under 18,Race-Ethnicity,African-American,"4,705",275.7
Madera,2012,Under 18,Race-Ethnicity,African-American,36,541.3
Marin,2012,Under 18,Race-Ethnicity,African-American,24,237.3
Mendocino,2012,Under 18,Race-Ethnicity,African-American,5,
Merced,2012,Under 18,Race-Ethnicity,African-American,108,524.3
Monterey,2012,Under 18,Race-Ethnicity,African-American,33,226.3
Napa,2012,Under 18,Race-Ethnicity,African-American,8,
Orange,2012,Under 18,Race-Ethnicity,African-American,198,201.8
Placer,2012,Under 18,Race-Ethnicity,African-American,15,172
Riverside,2012,Under 18,Race-Ethnicity,African-American,823,239.7
Sacramento,2012,Under 18,Race-Ethnicity,African-American,930,245.6
